,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
5358,-118.4,34.05,34.0,2113.0,459.0,859.0,432.0,3.6953,4.891203703703703,1.9884259259259258,1,0,0,0,0,500001.0
20516,-121.52,38.57,43.0,2360.0,471.0,1041.0,452.0,2.89,5.221238938053097,2.3030973451327434,0,1,0,0,0,86200.0
7152,-118.16,34.03,41.0,1377.0,293.0,1142.0,272.0,3.1724,5.0625,4.198529411764706,1,0,0,0,0,141600.0
9932,-122.3,38.29,25.0,1701.0,427.0,1021.0,399.0,3.0404,4.2631578947368425,2.5588972431077694,0,0,0,1,0,142100.0
7662,-118.22,33.83,44.0,1792.0,404.0,1115.0,358.0,3.9091,5.005586592178771,3.1145251396648046,1,0,0,0,0,174400.0
19219,-122.67,38.47,19.0,1848.0,428.0,1130.0,433.0,3.0568,4.267898383371825,2.6096997690531176,1,0,0,0,0,190300.0
13717,-117.19,34.08,22.0,2467.0,555.0,1567.0,494.0,2.6536,4.993927125506073,3.172064777327935,0,1,0,0,0,84700.0
111,-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,3.7270058708414875,1.7671232876712328,0,0,0,1,0,218500.0
1586,-121.96,37.85,10.0,3209.0,379.0,1199.0,392.0,12.2478,8.186224489795919,3.058673469387755,0,1,0,0,0,500001.0
1395,-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,4.710490463215259,2.002724795640327,0,0,0,1,0,186100.0
6759,-118.12,34.1,49.0,2057.0,430.0,1103.0,414.0,4.0556,4.968599033816425,2.6642512077294684,1,0,0,0,0,282600.0
18753,-122.38,40.69,21.0,1774.0,370.0,875.0,354.0,1.7422,5.011299435028248,2.4717514124293785,0,1,0,0,0,61500.0
7558,-118.2,33.91,43.0,1381.0,278.0,1494.0,298.0,3.5878,4.634228187919463,5.0134228187919465,1,0,0,0,0,118400.0
3889,-118.56,34.22,35.0,1843.0,329.0,1041.0,317.0,4.4271,5.813880126182966,3.2839116719242902,1,0,0,0,0,205100.0
19687,-121.63,39.13,26.0,2355.0,531.0,1047.0,497.0,1.8208,4.738430583501006,2.106639839034205,0,1,0,0,0,79500.0
17050,-122.28,37.47,44.0,863.0,114.0,281.0,99.0,6.8879,8.717171717171718,2.8383838383838382,0,0,0,0,1,500001.0
14720,-117.02,32.8,27.0,2369.0,370.0,927.0,374.0,4.1162,6.334224598930481,2.478609625668449,1,0,0,0,0,177200.0
5620,-118.25,33.78,32.0,296.0,139.0,511.0,133.0,1.4444,2.225563909774436,3.8421052631578947,0,0,0,0,1,182100.0
8294,-118.13,33.76,44.0,1543.0,463.0,652.0,406.0,4.25,3.8004926108374386,1.6059113300492611,0,0,0,0,1,439300.0
4851,-118.3,34.03,40.0,1695.0,374.0,1138.0,357.0,2.7125,4.7478991596638656,3.1876750700280114,1,0,0,0,0,150000.0
7588,-118.23,33.9,28.0,1108.0,284.0,1498.0,289.0,2.4706,3.8339100346020762,5.1833910034602075,1,0,0,0,0,88800.0
13934,-117.32,34.24,29.0,1290.0,263.0,323.0,113.0,1.9265,11.415929203539823,2.8584070796460175,0,1,0,0,0,103300.0
18852,-122.3,41.31,29.0,4059.0,787.0,1700.0,702.0,2.4526,5.782051282051282,2.421652421652422,0,1,0,0,0,97100.0
15659,-122.41,37.79,52.0,5783.0,2747.0,4518.0,2538.0,1.724,2.2785657998423954,1.7801418439716312,0,0,0,1,0,225000.0
7484,-118.21,33.93,41.0,619.0,138.0,636.0,145.0,2.5083,4.268965517241379,4.386206896551724,1,0,0,0,0,118100.0
4849,-118.31,34.02,52.0,1832.0,441.0,1186.0,420.0,1.2434,4.3619047619047615,2.823809523809524,1,0,0,0,0,98400.0
3299,-122.62,38.95,19.0,2230.0,538.0,832.0,359.0,1.6865,6.211699164345404,2.317548746518106,0,1,0,0,0,58800.0
18715,-122.4,40.57,23.0,1321.0,259.0,749.0,222.0,1.655,5.95045045045045,3.373873873873874,0,1,0,0,0,90100.0
367,-122.13,37.74,41.0,4400.0,666.0,1476.0,648.0,5.0,6.790123456790123,2.2777777777777777,0,0,0,1,0,248900.0
6036,-117.73,34.06,34.0,344.0,108.0,315.0,119.0,3.1786,2.8907563025210083,2.6470588235294117,0,1,0,0,0,117800.0
8079,-118.2,33.82,43.0,1758.0,347.0,954.0,312.0,5.2606,5.634615384615385,3.0576923076923075,0,0,0,0,1,198900.0
13376,-117.59,34.16,10.0,9467.0,1181.0,3819.0,1122.0,7.8252,8.437611408199643,3.4037433155080214,0,1,0,0,0,361400.0
14773,-117.07,32.56,9.0,3648.0,895.0,3293.0,840.0,3.0992,4.3428571428571425,3.920238095238095,0,0,0,0,1,142600.0
3032,-119.12,35.41,12.0,5589.0,941.0,3018.0,917.0,4.4561,6.094874591057797,3.2911668484187566,0,1,0,0,0,96900.0
15286,-117.32,33.15,15.0,13245.0,2212.0,5495.0,2060.0,5.4904,6.429611650485437,2.6674757281553396,0,0,0,0,1,262100.0
3903,-118.51,34.19,35.0,2537.0,418.0,1161.0,421.0,5.3028,6.026128266033254,2.7577197149643706,1,0,0,0,0,229200.0
6179,-117.92,34.08,36.0,1479.0,251.0,741.0,245.0,4.2986,6.036734693877551,3.024489795918367,1,0,0,0,0,189600.0
2094,-119.76,36.76,23.0,3800.0,1003.0,3786.0,917.0,1.4766,4.143947655398037,4.128680479825518,0,1,0,0,0,50600.0
15121,-116.94,32.85,31.0,1293.0,232.0,599.0,228.0,4.7578,5.671052631578948,2.6271929824561404,1,0,0,0,0,161000.0
10294,-117.8,33.87,16.0,5954.0,1281.0,3107.0,1209.0,4.2566,4.924731182795699,2.5698924731182795,1,0,0,0,0,206100.0
4469,-118.16,34.09,50.0,1568.0,302.0,1093.0,333.0,3.1442,4.708708708708708,3.2822822822822824,1,0,0,0,0,162100.0
2182,-120.08,36.79,38.0,1446.0,285.0,928.0,255.0,2.9808,5.670588235294118,3.6392156862745098,0,1,0,0,0,89600.0
3856,-118.43,34.17,33.0,1679.0,404.0,933.0,412.0,2.6979,4.075242718446602,2.2645631067961167,1,0,0,0,0,266000.0
4459,-118.18,34.1,10.0,1907.0,398.0,921.0,369.0,4.875,5.168021680216802,2.4959349593495936,1,0,0,0,0,200400.0
6601,-118.15,34.18,42.0,1521.0,320.0,1118.0,311.0,3.3125,4.890675241157556,3.594855305466238,1,0,0,0,0,154900.0
15252,-117.32,33.01,29.0,3584.0,712.0,1619.0,667.0,4.125,5.373313343328336,2.427286356821589,0,0,0,0,1,394400.0
8513,-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,5.141486810551559,2.8585131894484412,1,0,0,0,0,231500.0
12376,-116.33,33.75,5.0,19107.0,3923.0,2880.0,1376.0,4.036,13.885901162790697,2.0930232558139537,0,1,0,0,0,158500.0
9912,-122.29,38.31,45.0,3075.0,754.0,1635.0,723.0,2.2721,4.253112033195021,2.2614107883817427,0,0,0,1,0,139800.0
1829,-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,5.623115577889447,2.8391959798994977,0,0,0,1,0,186900.0
7458,-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,4.239583333333333,4.754166666666666,1,0,0,0,0,136400.0
20521,-121.53,38.57,34.0,3395.0,592.0,1518.0,627.0,4.0833,5.414673046251994,2.4210526315789473,0,1,0,0,0,118500.0
15386,-117.03,33.32,14.0,1088.0,209.0,601.0,193.0,3.8438,5.637305699481865,3.1139896373056994,1,0,0,0,0,243800.0
6086,-117.87,34.08,33.0,3630.0,800.0,2257.0,796.0,3.2469,4.560301507537688,2.8354271356783918,1,0,0,0,0,206900.0
4785,-118.32,34.03,50.0,1845.0,349.0,1109.0,335.0,2.8971,5.507462686567164,3.31044776119403,1,0,0,0,0,127800.0
9931,-122.3,38.29,20.0,1789.0,434.0,1113.0,398.0,2.4728,4.494974874371859,2.7964824120603016,0,0,0,1,0,139700.0
6580,-118.19,34.21,41.0,1602.0,228.0,680.0,225.0,6.553,7.12,3.022222222222222,1,0,0,0,0,500001.0
6066,-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288,6.802554027504912,3.692779960707269,1,0,0,0,0,339700.0
5838,-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,3.3595706618962433,3.3524150268336315,1,0,0,0,0,231800.0
2245,-119.79,36.83,15.0,3356.0,694.0,1232.0,627.0,2.2215,5.352472089314195,1.9649122807017543,0,1,0,0,0,72200.0
1484,-122.05,37.95,20.0,563.0,107.0,246.0,123.0,5.4482,4.5772357723577235,2.0,0,0,0,1,0,190800.0
6088,-117.86,34.1,23.0,2535.0,490.0,1327.0,466.0,3.5977,5.439914163090129,2.847639484978541,1,0,0,0,0,180600.0
19686,-121.62,39.13,41.0,1317.0,309.0,856.0,337.0,1.6719,3.908011869436202,2.540059347181009,0,1,0,0,0,64100.0
20065,-120.4,38.0,17.0,2098.0,370.0,912.0,354.0,2.6544,5.926553672316384,2.5762711864406778,0,1,0,0,0,112600.0
4545,-118.2,34.02,48.0,2230.0,593.0,2419.0,598.0,2.3944,3.729096989966555,4.045150501672241,1,0,0,0,0,130700.0
11043,-117.83,33.82,26.0,3259.0,456.0,1354.0,459.0,5.7817,7.1002178649237475,2.9498910675381262,1,0,0,0,0,267600.0
12166,-117.14,33.81,13.0,4496.0,756.0,2044.0,695.0,3.2778,6.469064748201439,2.9410071942446043,0,1,0,0,0,148800.0
3647,-118.45,34.22,8.0,2609.0,786.0,1803.0,695.0,2.7714,3.753956834532374,2.594244604316547,1,0,0,0,0,185700.0
4929,-118.24,33.99,41.0,1425.0,372.0,1803.0,353.0,1.6731,4.036827195467422,5.1076487252124645,1,0,0,0,0,88200.0
5504,-118.43,33.99,43.0,2483.0,548.0,1212.0,493.0,4.0189,5.036511156186613,2.4584178498985803,1,0,0,0,0,302900.0
12704,-121.41,38.58,18.0,6955.0,1882.0,2803.0,1740.0,3.089,3.9971264367816093,1.610919540229885,0,1,0,0,0,141400.0
13438,-117.44,34.08,15.0,5024.0,992.0,3208.0,981.0,3.6025,5.121304791029561,3.27013251783894,0,1,0,0,0,116400.0
14419,-117.21,32.8,19.0,786.0,282.0,525.0,229.0,1.7273,3.432314410480349,2.2925764192139737,0,0,0,0,1,137500.0
3831,-118.43,34.2,29.0,3051.0,694.0,1942.0,679.0,3.1118,4.493372606774669,2.8600883652430045,1,0,0,0,0,238100.0
12627,-121.48,38.51,24.0,979.0,201.0,723.0,205.0,2.5926,4.775609756097561,3.526829268292683,0,1,0,0,0,72300.0
9015,-118.68,34.13,9.0,11251.0,1594.0,3029.0,1227.0,6.7273,9.169519152404238,2.4686226568867156,1,0,0,0,0,500001.0
7676,-118.09,33.92,36.0,1226.0,211.0,711.0,219.0,4.5699,5.598173515981735,3.2465753424657535,1,0,0,0,0,170800.0
13720,-117.18,34.07,28.0,1306.0,279.0,885.0,255.0,2.1154,5.12156862745098,3.4705882352941178,0,1,0,0,0,75300.0
13996,-117.02,34.88,18.0,2127.0,443.0,1168.0,401.0,3.0313,5.304239401496259,2.9127182044887783,0,1,0,0,0,80000.0
9863,-121.85,36.59,42.0,891.0,203.0,525.0,212.0,3.3156,4.202830188679245,2.4764150943396226,1,0,0,0,0,186300.0
4915,-118.27,34.0,48.0,1869.0,461.0,1834.0,441.0,1.7052,4.238095238095238,4.158730158730159,1,0,0,0,0,107400.0
13400,-117.43,34.12,7.0,5954.0,1071.0,3567.0,1070.0,3.2056,5.564485981308411,3.333644859813084,0,1,0,0,0,134100.0
19085,-122.58,38.38,27.0,3800.0,728.0,1587.0,605.0,4.7237,6.2809917355371905,2.6231404958677684,1,0,0,0,0,306600.0
17220,-119.72,34.47,34.0,3262.0,533.0,1265.0,502.0,5.8411,6.49800796812749,2.5199203187250996,1,0,0,0,0,381800.0
6690,-118.08,34.14,52.0,1282.0,189.0,431.0,187.0,6.1159,6.855614973262032,2.304812834224599,0,1,0,0,0,470800.0
15719,-122.44,37.78,39.0,1181.0,310.0,901.0,281.0,1.4866,4.202846975088968,3.206405693950178,0,0,0,1,0,237500.0
10312,-117.78,33.89,7.0,9729.0,1210.0,4160.0,1214.0,8.9088,8.014003294892916,3.42668863261944,1,0,0,0,0,415300.0
468,-122.29,37.87,44.0,2539.0,755.0,1382.0,713.0,2.537,3.5610098176718092,1.9382889200561009,0,0,0,1,0,175000.0
27,-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,4.7808564231738035,2.7758186397984885,0,0,0,1,0,105500.0
16485,-121.15,38.21,18.0,4176.0,700.0,2164.0,699.0,4.0365,5.9742489270386265,3.09585121602289,0,1,0,0,0,174200.0
16158,-122.5,37.77,52.0,2433.0,454.0,1070.0,420.0,4.125,5.792857142857143,2.5476190476190474,0,0,0,1,0,359500.0
4147,-118.2,34.13,50.0,2929.0,588.0,1931.0,574.0,3.3438,5.102787456445993,3.3641114982578397,1,0,0,0,0,173600.0
17345,-120.43,34.86,17.0,1932.0,347.0,874.0,312.0,3.8203,6.1923076923076925,2.801282051282051,1,0,0,0,0,141500.0
805,-122.06,37.64,33.0,1160.0,252.0,729.0,220.0,3.8259,5.2727272727272725,3.3136363636363635,0,0,0,1,0,146100.0
17557,-121.89,37.33,42.0,1279.0,358.0,1254.0,340.0,2.2583,3.761764705882353,3.6882352941176473,1,0,0,0,0,192500.0
9767,-121.31,36.42,21.0,2740.0,615.0,2630.0,564.0,2.6629,4.858156028368795,4.663120567375887,1,0,0,0,0,102700.0
14826,-117.09,32.66,38.0,833.0,206.0,570.0,182.0,1.8333,4.576923076923077,3.131868131868132,0,0,0,0,1,127100.0
7729,-118.13,33.93,38.0,2040.0,458.0,1775.0,445.0,3.5227,4.584269662921348,3.9887640449438204,1,0,0,0,0,202400.0
18147,-122.04,37.35,28.0,1582.0,264.0,696.0,270.0,5.678,5.859259259259259,2.577777777777778,1,0,0,0,0,370100.0
13758,-117.15,34.03,32.0,2832.0,393.0,1033.0,385.0,6.5648,7.355844155844156,2.6831168831168832,0,1,0,0,0,237200.0
13961,-116.88,34.24,13.0,4137.0,796.0,573.0,218.0,4.6394,18.977064220183486,2.628440366972477,0,1,0,0,0,226500.0
1143,-121.5,39.83,15.0,1896.0,408.0,893.0,334.0,1.6948,5.676646706586826,2.6736526946107784,0,1,0,0,0,87500.0
16908,-122.37,37.58,34.0,2697.0,313.0,810.0,279.0,12.4291,9.666666666666666,2.903225806451613,0,0,0,0,1,500001.0
2737,-115.56,32.78,46.0,2511.0,490.0,1583.0,469.0,3.0603,5.353944562899787,3.375266524520256,0,1,0,0,0,70800.0
15019,-117.02,32.78,33.0,3481.0,708.0,1726.0,719.0,3.3675,4.84144645340751,2.400556328233658,1,0,0,0,0,158200.0
15550,-117.08,33.11,28.0,2094.0,585.0,1556.0,563.0,2.2,3.719360568383659,2.763765541740675,1,0,0,0,0,127700.0
20533,-121.67,38.54,13.0,6141.0,1019.0,2553.0,967.0,4.2432,6.350568769389866,2.640124095139607,0,1,0,0,0,326500.0
8550,-118.35,33.88,36.0,1567.0,362.0,1054.0,386.0,3.2594,4.0595854922279795,2.7305699481865284,1,0,0,0,0,233900.0
11943,-117.43,33.95,36.0,2284.0,444.0,1425.0,405.0,4.0526,5.639506172839506,3.5185185185185186,0,1,0,0,0,104500.0
9252,-120.08,36.96,36.0,2074.0,349.0,954.0,363.0,3.1136,5.7134986225895315,2.628099173553719,0,1,0,0,0,73800.0
11731,-120.81,39.02,30.0,806.0,189.0,326.0,146.0,2.8155,5.52054794520548,2.232876712328767,0,1,0,0,0,101000.0
9527,-123.16,39.1,31.0,418.0,82.0,327.0,81.0,2.775,5.160493827160494,4.037037037037037,1,0,0,0,0,120800.0
8873,-118.41,34.07,47.0,2979.0,626.0,1076.0,571.0,3.9904,5.217162872154115,1.884413309982487,1,0,0,0,0,500001.0
8522,-118.34,33.9,37.0,542.0,105.0,355.0,118.0,5.5133,4.593220338983051,3.0084745762711864,1,0,0,0,0,227300.0
5964,-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,7.696287025448477,3.243637880684189,0,1,0,0,0,348900.0
16359,-121.31,37.99,23.0,3135.0,707.0,1650.0,680.0,1.886,4.610294117647059,2.426470588235294,0,1,0,0,0,105300.0
8171,-118.12,33.8,35.0,1835.0,435.0,774.0,418.0,2.7092,4.389952153110048,1.8516746411483254,1,0,0,0,0,256300.0
18383,-121.8,37.19,45.0,1797.0,303.0,870.0,281.0,4.5417,6.395017793594306,3.096085409252669,1,0,0,0,0,434500.0
3742,-118.39,34.19,36.0,904.0,191.0,627.0,191.0,2.4167,4.732984293193717,3.282722513089005,1,0,0,0,0,192900.0
6583,-118.21,34.21,41.0,1676.0,263.0,757.0,255.0,4.7734,6.572549019607843,2.9686274509803923,1,0,0,0,0,450800.0
8871,-118.41,34.06,43.0,2665.0,556.0,1015.0,506.0,4.1411,5.266798418972332,2.005928853754941,1,0,0,0,0,500001.0
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,2.490322580645161,2.232258064516129,0,0,0,1,0,137500.0
13813,-117.04,34.89,37.0,1884.0,366.0,1052.0,353.0,3.175,5.337110481586402,2.9801699716713883,0,1,0,0,0,66800.0
925,-121.92,37.48,23.0,4314.0,676.0,1972.0,623.0,5.3813,6.924558587479936,3.1653290529695024,1,0,0,0,0,264400.0
6584,-118.22,34.23,34.0,3296.0,483.0,1268.0,478.0,8.4802,6.895397489539749,2.6527196652719667,1,0,0,0,0,500001.0
12442,-116.08,33.86,16.0,381.0,89.0,182.0,75.0,2.425,5.08,2.4266666666666667,0,1,0,0,0,76100.0
18768,-122.24,40.51,23.0,2216.0,378.0,1006.0,338.0,4.559,6.556213017751479,2.9763313609467454,0,1,0,0,0,116800.0
15414,-117.27,33.22,5.0,2283.0,337.0,999.0,325.0,5.0249,7.024615384615385,3.0738461538461537,1,0,0,0,0,196700.0
10256,-117.87,33.88,28.0,2612.0,602.0,1682.0,563.0,3.6417,4.63943161634103,2.9875666074600353,1,0,0,0,0,204300.0
13023,-121.23,38.67,27.0,5266.0,971.0,2432.0,948.0,3.8954,5.5548523206751055,2.5654008438818567,0,1,0,0,0,133000.0
1448,-122.01,37.98,34.0,1256.0,267.0,638.0,252.0,4.0507,4.984126984126984,2.5317460317460316,0,0,0,1,0,161000.0
9492,-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,4.881987577639752,3.0683229813664594,1,0,0,0,0,105400.0
15075,-117.0,32.8,29.0,2045.0,398.0,912.0,368.0,3.0189,5.557065217391305,2.4782608695652173,1,0,0,0,0,144100.0
12490,-121.47,38.57,39.0,1360.0,368.0,589.0,338.0,2.1691,4.023668639053255,1.742603550295858,0,1,0,0,0,150000.0
17242,-119.67,34.38,28.0,1814.0,526.0,849.0,420.0,3.1625,4.319047619047619,2.0214285714285714,1,0,0,0,0,364300.0
2536,-121.94,39.45,39.0,844.0,161.0,535.0,165.0,1.832,5.115151515151515,3.242424242424242,0,1,0,0,0,70500.0
5349,-118.42,34.05,52.0,2533.0,402.0,981.0,386.0,7.8164,6.562176165803109,2.5414507772020727,1,0,0,0,0,500001.0
16822,-122.53,37.65,20.0,4582.0,1124.0,2325.0,1040.0,4.0556,4.405769230769231,2.235576923076923,0,0,0,0,1,275000.0
9251,-120.09,36.95,16.0,3222.0,511.0,1425.0,503.0,4.1544,6.405566600397615,2.8330019880715707,0,1,0,0,0,119400.0
7897,-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,6.6861702127659575,3.893617021276596,1,0,0,0,0,319700.0
19674,-120.83,37.51,13.0,3795.0,604.0,1639.0,609.0,4.6635,6.231527093596059,2.691297208538588,0,1,0,0,0,198400.0
16996,-122.26,37.54,5.0,1649.0,388.0,779.0,376.0,6.9635,4.38563829787234,2.0718085106382977,0,0,0,1,0,417300.0
15767,-122.43,37.77,52.0,2685.0,629.0,1170.0,614.0,3.6894,4.372964169381108,1.9055374592833876,0,0,0,1,0,418800.0
2798,-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,5.852739726027397,2.164383561643836,0,1,0,0,0,45500.0
17783,-121.83,37.37,43.0,1461.0,284.0,800.0,258.0,3.2279,5.662790697674419,3.10077519379845,1,0,0,0,0,182400.0
19898,-119.25,36.27,23.0,1494.0,275.0,678.0,235.0,2.6875,6.357446808510638,2.8851063829787233,0,1,0,0,0,69100.0
17382,-120.41,34.96,21.0,1774.0,263.0,724.0,237.0,4.65,7.485232067510548,3.0548523206751055,1,0,0,0,0,152500.0
6950,-118.07,33.99,35.0,1625.0,302.0,1134.0,288.0,4.5595,5.642361111111111,3.9375,1,0,0,0,0,164900.0
7403,-118.23,33.95,27.0,504.0,142.0,789.0,167.0,0.9518,3.0179640718562872,4.724550898203593,1,0,0,0,0,91400.0
8072,-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,5.202868852459017,2.360655737704918,0,0,0,0,1,268200.0
2561,-124.15,40.8,47.0,1486.0,335.0,765.0,329.0,1.755,4.5167173252279635,2.325227963525836,0,0,0,0,1,74100.0
7627,-118.27,33.86,26.0,1097.0,167.0,701.0,188.0,6.5799,5.835106382978723,3.728723404255319,1,0,0,0,0,196600.0
5595,-118.25,33.79,32.0,1205.0,340.0,1799.0,370.0,2.375,3.2567567567567566,4.8621621621621625,0,0,0,0,1,128000.0
13852,-117.28,34.51,10.0,4676.0,884.0,2845.0,812.0,3.0181,5.758620689655173,3.5036945812807883,0,1,0,0,0,100400.0
2324,-119.73,36.83,14.0,3348.0,491.0,1584.0,493.0,5.0828,6.7910750507099396,3.212981744421907,0,1,0,0,0,111400.0
18229,-122.09,37.4,22.0,1489.0,436.0,662.0,470.0,3.5179,3.168085106382979,1.4085106382978723,0,0,0,1,0,197200.0
12567,-121.42,38.54,18.0,2525.0,501.0,1726.0,468.0,2.398,5.395299145299146,3.6880341880341883,0,1,0,0,0,87600.0
4863,-118.27,34.03,51.0,1280.0,422.0,1560.0,381.0,1.7115,3.3595800524934383,4.094488188976378,1,0,0,0,0,125000.0
10128,-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173,4.00462962962963,1.7564814814814815,1,0,0,0,0,247400.0
8813,-118.31,33.75,34.0,2338.0,393.0,1031.0,373.0,6.287,6.2680965147453085,2.7640750670241285,0,0,0,0,1,396400.0
8191,-118.12,33.79,43.0,1471.0,301.0,767.0,311.0,4.3317,4.729903536977492,2.4662379421221865,1,0,0,0,0,232400.0
5441,-118.44,34.0,44.0,1798.0,353.0,835.0,314.0,4.75,5.726114649681529,2.659235668789809,1,0,0,0,0,355800.0
10532,-117.71,33.57,6.0,3673.0,881.0,1846.0,768.0,4.877,4.782552083333333,2.4036458333333335,1,0,0,0,0,144300.0
7153,-118.15,34.03,44.0,603.0,207.0,588.0,218.0,2.0536,2.7660550458715596,2.697247706422018,1,0,0,0,0,186400.0
17608,-121.9,37.29,36.0,1389.0,225.0,623.0,223.0,6.6331,6.228699551569507,2.7937219730941703,1,0,0,0,0,283300.0
8727,-118.37,33.84,32.0,1751.0,328.0,819.0,323.0,6.7105,5.421052631578948,2.5356037151702786,1,0,0,0,0,339000.0
5341,-118.44,34.04,49.0,32.0,7.0,14.0,7.0,2.1875,4.571428571428571,2.0,1,0,0,0,0,225000.0
3730,-118.41,34.19,45.0,1106.0,225.0,595.0,228.0,3.6625,4.850877192982456,2.6096491228070176,1,0,0,0,0,190700.0
14888,-117.08,32.62,36.0,1674.0,309.0,818.0,307.0,3.4773,5.452768729641694,2.6644951140065145,0,0,0,0,1,150400.0
12441,-116.19,33.69,11.0,5692.0,1346.0,5682.0,1273.0,2.5383,4.471327572663001,4.463472113118617,0,1,0,0,0,74000.0
13826,-117.18,34.48,8.0,3561.0,691.0,2156.0,659.0,2.7778,5.403641881638847,3.2716236722306524,0,1,0,0,0,86900.0
10105,-117.95,33.92,18.0,2825.0,660.0,1590.0,643.0,3.6106,4.3934681181959565,2.472783825816485,1,0,0,0,0,153600.0
14673,-117.11,32.82,17.0,1787.0,330.0,1341.0,314.0,2.875,5.691082802547771,4.270700636942675,0,0,0,0,1,112500.0
11642,-118.06,33.83,17.0,1973.0,516.0,1112.0,501.0,3.8512,3.93812375249501,2.219560878243513,1,0,0,0,0,163800.0
8689,-118.33,33.87,36.0,2219.0,406.0,1219.0,403.0,4.2614,5.506203473945409,3.0248138957816377,1,0,0,0,0,267100.0
15429,-117.24,33.21,18.0,1846.0,419.0,1581.0,387.0,3.0982,4.7700258397932815,4.0852713178294575,1,0,0,0,0,111300.0
13120,-121.27,38.31,17.0,1144.0,202.0,626.0,178.0,4.4107,6.426966292134831,3.5168539325842696,0,1,0,0,0,151600.0
13664,-117.31,34.03,9.0,1199.0,187.0,629.0,207.0,5.7393,5.792270531400966,3.0386473429951693,0,1,0,0,0,151600.0
11051,-117.86,33.79,31.0,3523.0,922.0,2660.0,949.0,3.1792,3.712328767123288,2.802950474183351,1,0,0,0,0,146400.0
11775,-121.33,38.77,3.0,20214.0,3559.0,8361.0,3112.0,4.2259,6.495501285347044,2.6866966580976865,0,1,0,0,0,169300.0
4502,-118.2,34.05,43.0,1165.0,317.0,1279.0,303.0,1.9615,3.844884488448845,4.221122112211221,1,0,0,0,0,141700.0
3980,-118.61,34.19,34.0,703.0,127.0,369.0,127.0,4.3125,5.535433070866142,2.905511811023622,1,0,0,0,0,210100.0
1351,-121.94,38.03,27.0,1654.0,478.0,1141.0,420.0,1.4871,3.9380952380952383,2.716666666666667,0,1,0,0,0,87100.0
20630,-121.32,39.29,11.0,2640.0,505.0,1257.0,445.0,3.5673,5.932584269662922,2.8247191011235957,0,1,0,0,0,112000.0
2163,-119.82,36.77,41.0,1441.0,274.0,646.0,296.0,3.0568,4.868243243243243,2.1824324324324325,0,1,0,0,0,71300.0
7584,-118.22,33.9,22.0,312.0,107.0,583.0,119.0,1.9423,2.6218487394957983,4.899159663865547,1,0,0,0,0,98400.0
2896,-118.97,35.37,52.0,425.0,119.0,380.0,97.0,1.4125,4.381443298969073,3.917525773195876,0,1,0,0,0,42500.0
6627,-118.14,34.17,40.0,1054.0,251.0,1056.0,276.0,2.3,3.818840579710145,3.8260869565217392,1,0,0,0,0,146700.0
12939,-121.27,38.66,15.0,2642.0,520.0,1032.0,475.0,4.1382,5.562105263157894,2.1726315789473682,0,1,0,0,0,189800.0
18970,-122.01,38.27,17.0,9089.0,1542.0,4758.0,1520.0,4.0619,5.979605263157895,3.1302631578947366,0,1,0,0,0,126600.0
17300,-119.52,34.39,23.0,1414.0,365.0,889.0,345.0,2.6397,4.098550724637681,2.5768115942028986,0,0,0,0,1,250000.0
10952,-117.87,33.75,12.0,2782.0,1077.0,1968.0,795.0,0.971,3.49937106918239,2.4754716981132074,1,0,0,0,0,102500.0
15047,-116.95,32.78,20.0,3425.0,448.0,1489.0,443.0,6.2552,7.7313769751693,3.36117381489842,1,0,0,0,0,296400.0
19709,-121.63,39.18,13.0,1907.0,347.0,821.0,367.0,2.0978,5.1961852861035425,2.2370572207084467,0,1,0,0,0,134000.0
6323,-117.98,33.98,27.0,2275.0,346.0,1039.0,333.0,6.2217,6.831831831831832,3.12012012012012,1,0,0,0,0,333500.0
14692,-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,3.5700416088765605,1.565880721220527,0,0,0,0,1,96900.0
13591,-117.29,34.11,35.0,2014.0,677.0,1714.0,612.0,0.7075,3.2908496732026142,2.8006535947712417,0,1,0,0,0,78800.0
875,-122.03,37.56,24.0,8444.0,1492.0,4446.0,1491.0,4.6978,5.663313212608987,2.9818913480885314,0,0,0,1,0,240300.0
